,Product,Date,MERGE,SNOW%,LAND %,SEA %,DATA Count,Test_P_1,Test_P_2,Test_P_3,Test_P_4,Test_P_5
456,H13,20140227,1,13.084045962359028,34.59216373647776,52.32379030116322,56481,0.0,0.0,0.0,0.0,1.0
457,H13,20140228,1,13.02916024857916,34.64704945025761,52.32379030116322,56481,0.0,0.0,0.0,0.0,82.0
458,H13,20140301,1,12.78483029691401,34.89137940192278,52.32379030116322,56481,73.0,0.0,0.0,0.0,74.0
459,H13,20140302,1,12.899913245162082,34.77629645367469,52.32379030116322,56481,73.0,0.0,0.0,0.0,73.0
460,H13,20140303,1,13.068111400293901,34.60809829854287,52.32379030116322,56481,0.0,0.0,0.0,0.0,74.0
461,H13,20140304,1,13.43283582089552,34.24337387794125,52.32379030116322,56481,0.0,0.0,0.0,0.0,0.0
462,H13,20140305,1,12.997291124448935,34.67891857438784,52.32379030116322,56481,0.0,0.0,0.0,0.0,74.0
463,H13,20140306,1,13.192046883022613,34.484162815814166,52.32379030116322,56481,0.0,0.0,0.0,0.0,89.0
464,H13,20140307,1,13.27349020024434,34.40271949859245,52.32379030116322,56481,0.0,0.0,0.0,0.0,73.0
465,H13,20140308,1,13.429294807103275,34.2469148917335,52.32379030116322,56481,0.0,0.0,0.0,0.0,73.0
466,H13,20140309,1,13.324834900231934,34.35137479860484,52.32379030116322,56481,0.0,0.0,0.0,0.0,88.0
467,H13,20140310,1,13.411589738142027,34.264619960694745,52.32379030116322,56481,0.0,0.0,0.0,0.0,103.0
468,H13,20140311,1,13.17965333474973,34.49655636408704,52.32379030116322,56481,0.0,0.0,0.0,0.0,89.0
469,H13,20140312,1,13.278801720932705,34.397407977904074,52.32379030116322,56481,0.0,0.0,0.0,0.0,87.0
470,H13,20140313,1,13.356704024362173,34.319505674474605,52.32379030116322,56481,0.0,0.0,0.0,0.0,0.0
471,H13,20140314,1,13.586869920858348,34.08933977797843,52.32379030116322,56481,0.0,0.0,0.0,0.0,87.0
472,H13,20140315,1,0.819744692905573,46.8564650059312,52.32379030116322,56481,0.0,0.0,0.0,0.0,103.0
473,H13,20140316,1,0.8569253377241921,46.81928436111259,52.32379030116322,56481,0.0,0.0,0.0,0.0,73.0
474,H13,20140317,1,0.7542359377489731,46.9219737610878,52.32379030116322,56481,0.0,0.0,0.0,0.0,88.0
475,H13,20140318,1,13.222145500256715,34.454064198580056,52.32379030116322,56481,0.0,0.0,0.0,0.0,165.0
476,H13,20140319,1,12.984897576176053,34.69131212266072,52.32379030116322,56481,0.0,0.0,0.0,0.0,0.0
477,H13,20140320,1,13.160177758892374,34.516031939944405,52.32379030116322,56481,0.0,0.0,0.0,0.0,37.0
478,H13,20140321,1,13.291195269205573,34.385014429631205,52.32379030116322,56481,0.0,0.0,0.0,0.0,54.0
479,H13,20140322,1,13.425753793311031,34.25045590552575,52.32379030116322,56481,0.0,0.0,0.0,0.0,0.0
480,H13,20140323,1,13.26994918645208,34.4062605123847,52.32379030116322,56481,0.0,0.0,0.0,0.0,0.0
481,H13,20140324,1,13.18496485543811,34.49124484339867,52.32379030116322,56481,0.0,0.0,0.0,0.0,103.0
482,H13,20140325,1,13.23630955542572,34.43990014341106,52.32379030116322,56481,0.0,0.0,0.0,0.0,132.0
483,H13,20140326,1,13.11945610028151,34.55675359855527,52.32379030116322,56481,0.0,0.0,0.0,0.0,117.0
484,H13,20140327,1,13.108833058904764,34.567376639932014,52.32379030116322,56481,0.0,0.0,0.0,0.0,88.0
485,H13,20140328,0,13.108833058904764,34.567376639932014,52.32379030116322,56481,-2.0,-2.0,-2.0,0.0,-2.0
486,H13,20140329,0,13.108833058904764,34.567376639932014,52.32379030116322,56481,-2.0,-2.0,-2.0,0.0,-2.0
487,H13,20140330,0,13.108833058904764,34.567376639932014,52.32379030116322,56481,-2.0,-2.0,-2.0,0.0,-2.0
488,H13,20140331,0,13.108833058904764,34.567376639932014,52.32379030116322,56481,-2.0,-2.0,-2.0,0.0,-2.0
489,H13,20140401,0,13.108833058904764,34.567376639932014,52.32379030116322,56481,-2.0,-2.0,-2.0,0.0,-2.0
490,H13,20140402,1,12.809617393459746,34.86659230537703,52.32379030116322,56481,0.0,0.0,0.0,0.0,119.0
491,H13,20140403,1,12.443122465962006,35.23308723287477,52.32379030116322,56481,0.0,0.0,0.0,0.0,0.0
492,H13,20140404,1,12.329810024610055,35.34639967422673,52.32379030116322,56481,0.0,0.0,0.0,0.0,0.0
493,H13,20140405,1,12.901683752058219,34.77452594677856,52.32379030116322,56481,0.0,0.0,0.0,0.0,0.0
494,H13,20140406,1,12.855650572758975,34.8205591260778,52.32379030116322,56481,0.0,0.0,0.0,0.0,0.0
495,H13,20140407,1,12.618402648678313,35.05780705015846,52.32379030116322,56481,0.0,0.0,0.0,0.0,73.0
496,H13,20140408,1,12.74764965209539,34.92856004674138,52.32379030116322,56481,0.0,0.0,0.0,0.0,0.0
497,H13,20140409,1,12.90876577964272,34.767443919194065,52.32379030116322,56481,0.0,0.0,0.0,0.0,105.0
498,H13,20140410,0,12.90876577964272,34.767443919194065,52.32379030116322,56481,-2.0,-2.0,-2.0,0.0,-2.0
499,H13,20140411,0,12.90876577964272,34.767443919194065,52.32379030116322,56481,-2.0,-2.0,-2.0,0.0,-2.0
500,H13,20140412,1,12.807846886563624,34.868362812273155,52.32379030116322,56481,0.0,0.0,0.0,0.0,0.0
501,H13,20140413,1,12.074857031568143,35.601352667268635,52.32379030116322,56481,0.0,0.0,0.0,0.0,0.0
502,H13,20140414,1,12.108496662594504,35.567713036242274,52.32379030116322,56481,0.0,0.0,0.0,0.0,88.0
503,H13,20140415,1,13.103521538216398,34.57268816062039,52.32379030116322,56481,0.0,0.0,0.0,0.0,105.0
504,H13,20140416,1,13.234539048529598,34.44167065030718,52.32379030116322,56481,0.0,0.0,0.0,0.0,118.0
505,H13,20140417,1,12.338662559090665,35.337547139746114,52.32379030116322,56481,0.0,0.0,0.0,0.0,0.0
506,H13,20140418,0,12.338662559090665,35.337547139746114,52.32379030116322,56481,-2.0,-2.0,-2.0,0.0,-2.0
507,H13,20140419,0,12.338662559090665,35.337547139746114,52.32379030116322,56481,-2.0,-2.0,-2.0,0.0,-2.0
508,H13,20140420,0,12.338662559090665,35.337547139746114,52.32379030116322,56481,-2.0,-2.0,-2.0,0.0,-2.0
509,H13,20140421,1,13.241621076114086,34.434588622722686,52.32379030116322,56481,0.0,0.0,0.0,0.0,0.0
510,H13,20140422,1,13.259326145075335,34.41688355376144,52.32379030116322,56481,0.0,0.0,0.0,0.0,0.0
511,H13,20140423,1,13.393884669180778,34.28232502965599,52.32379030116322,56481,0.0,0.0,0.0,0.0,0.0
512,H13,20140424,1,13.268178679555959,34.40803101928082,52.32379030116322,56481,0.0,0.0,0.0,0.0,75.0
513,H13,20140425,1,12.59715656592482,35.07905313291195,52.32379030116322,56481,0.0,0.0,0.0,0.0,0.0
514,H13,20140426,1,13.303588817478442,34.37262088135834,52.32379030116322,56481,0.0,0.0,0.0,0.0,24.0
515,H13,20140427,0,13.303588817478442,34.37262088135834,52.32379030116322,56481,-2.0,-2.0,-2.0,0.0,-2.0
516,H13,20140428,1,13.496574069155997,34.179635629680774,52.32379030116322,56481,0.0,0.0,0.0,0.0,0.0
517,H13,20140429,1,13.431065313999397,34.24514438483738,52.32379030116322,56481,0.0,0.0,0.0,0.0,0.0
518,H13,20140430,1,13.546148262247485,34.130061436589294,52.32379030116322,56481,0.0,0.0,0.0,0.0,0.0
519,H13,20140501,1,13.514279138117246,34.16193056071953,52.32379030116322,56481,0.0,0.0,0.0,0.0,105.0
520,H13,20140502,1,13.429294807103275,34.2469148917335,52.32379030116322,56481,0.0,0.0,0.0,0.0,0.0
521,H13,20140503,1,13.427524300207153,34.24868539862963,52.32379030116322,56481,0.0,0.0,0.0,0.0,0.0
522,H13,20140504,1,13.227457020945096,34.44875267789168,52.32379030116322,56481,0.0,0.0,0.0,0.0,74.0
523,H13,20140505,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
524,H13,20140506,1,13.183194348542003,34.49301535029478,52.32379030116322,56481,0.0,0.0,0.0,0.0,264.0
525,H13,20140507,1,13.146013703723384,34.5301959951134,52.32379030116322,56481,0.0,0.0,0.0,0.0,0.0
526,H13,20140508,1,13.225686514048974,34.450523184787805,52.32379030116322,56481,0.0,0.0,0.0,0.0,0.0
527,H13,20140509,1,13.303588817478442,34.37262088135834,52.32379030116322,56481,0.0,0.0,0.0,0.0,0.0
528,H13,20140510,1,13.307129831270686,34.369079867566086,52.32379030116322,56481,0.0,0.0,0.0,0.0,0.0
529,H13,20140511,1,13.319523379543568,34.35668631929321,52.32379030116322,56481,0.0,0.0,0.0,0.0,0.0
530,H13,20140512,1,13.37795010711568,34.298259591721106,52.32379030116322,56481,0.0,0.0,0.0,0.0,0.0
531,H13,20140513,1,13.298277296790076,34.37793240204671,52.32379030116322,56481,0.0,0.0,0.0,0.0,0.0
532,H13,20140514,1,13.23630955542572,34.43990014341106,52.32379030116322,56481,0.0,0.0,0.0,0.0,38.0
533,H13,20140515,1,13.351392503673793,34.32481719516298,52.32379030116322,56481,0.0,0.0,0.0,0.0,70.0
534,H13,20140516,1,13.284113241621071,34.3920964572157,52.32379030116322,56481,0.0,0.0,0.0,0.0,72.0
535,H13,20140517,1,13.204440431295481,34.4717692675413,52.32379030116322,56481,0.0,0.0,0.0,0.0,117.0
536,H13,20140518,1,12.715780527965165,34.96042917087162,52.32379030116322,56481,0.0,0.0,0.0,0.0,0.0
537,H13,20140519,1,0.0,47.67620969883677,52.32379030116322,56481,0.0,0.0,0.0,0.0,0.0
538,H13,20140520,1,0.001770506896122015,47.67443919194066,52.32379030116322,56481,0.0,0.0,0.0,0.0,0.0
539,H13,20140521,1,0.32046174819851103,47.35574795063827,52.32379030116322,56481,0.0,0.0,0.0,0.0,0.0
540,H13,20140522,1,0.30983870682176473,47.366370992015014,52.32379030116322,56481,0.0,0.0,0.0,0.0,0.0
541,H13,20140523,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
542,H13,20140524,0,0.30983870682176473,47.366370992015014,52.32379030116322,56481,-2.0,-2.0,-2.0,0.0,-2.0
543,H13,20140525,0,0.30983870682176473,47.366370992015014,52.32379030116322,56481,-2.0,-2.0,-2.0,0.0,-2.0
544,H13,20140526,0,0.30983870682176473,47.366370992015014,52.32379030116322,56481,-2.0,-2.0,-2.0,0.0,-2.0
545,H13,20140527,0,0.30983870682176473,47.366370992015014,52.32379030116322,56481,-2.0,-2.0,-2.0,0.0,-2.0
546,H13,20140528,0,0.30983870682176473,47.366370992015014,52.32379030116322,56481,-2.0,-2.0,-2.0,0.0,-2.0
547,H13,20140529,0,0.30983870682176473,47.366370992015014,52.32379030116322,56481,-2.0,-2.0,-2.0,0.0,-2.0
548,H13,20140530,0,0.30983870682176473,47.366370992015014,52.32379030116322,56481,-2.0,-2.0,-2.0,0.0,-2.0
549,H13,20140531,0,0.30983870682176473,47.366370992015014,52.32379030116322,56481,-2.0,-2.0,-2.0,0.0,-2.0
550,H13,20140601,0,0.30983870682176473,47.366370992015014,52.32379030116322,56481,-2.0,-2.0,-2.0,0.0,-2.0
551,H13,20140602,0,0.30983870682176473,47.366370992015014,52.32379030116322,56481,-2.0,-2.0,-2.0,0.0,-2.0
552,H13,20140603,1,12.984897576176053,34.69131212266072,52.32379030116322,56481,0.0,0.0,0.0,0.0,0.0
553,H13,20140604,1,12.93532338308458,34.7408863157522,52.32379030116322,56481,0.0,0.0,0.0,0.0,0.0
554,H13,20140605,1,0.15580460685893627,47.520405091977835,52.32379030116322,56481,0.0,0.0,0.0,0.0,0.0
555,H13,20140606,1,0.1274764965209556,47.54873320231582,52.32379030116322,56481,0.0,0.0,0.0,0.0,0.0
556,H13,20140607,1,0.10800092066358502,47.568208778173194,52.32379030116322,56481,0.0,0.0,0.0,0.0,0.0
557,H13,20140608,1,0.12924700341707762,47.5469626954197,52.32379030116322,56481,0.0,0.0,0.0,0.0,0.0
558,H13,20140609,1,12.875126148616346,34.80108355022043,52.32379030116322,56481,0.0,0.0,0.0,0.0,0.0
559,H13,20140610,1,12.836174996901619,34.84003470193516,52.32379030116322,56481,0.0,0.0,0.0,0.0,0.0
560,H13,20140611,1,12.740567624510902,34.93564207432588,52.32379030116322,56481,0.0,0.0,0.0,0.0,0.0
561,H13,20140612,1,12.760043200368273,34.916166498468506,52.32379030116322,56481,0.0,0.0,0.0,0.0,0.0
562,H13,20140613,1,0.056656220675989744,47.619553478160796,52.32379030116322,56481,0.0,0.0,0.0,0.0,0.0
563,H13,20140614,1,12.754731679679907,34.92147801915688,52.32379030116322,56481,0.0,0.0,0.0,0.0,0.0
564,H13,20140615,1,12.76712522795276,34.90908447088402,52.32379030116322,56481,0.0,0.0,0.0,0.0,0.0
565,H13,20140616,1,0.019475575857370586,47.65673412297941,52.32379030116322,56481,0.0,0.0,0.0,0.0,0.0
566,H13,20140617,1,0.06904976894884385,47.60715992988793,52.32379030116322,56481,0.0,0.0,0.0,0.0,0.0
567,H13,20140618,0,0.06904976894884385,47.60715992988793,52.32379030116322,56481,-2.0,-2.0,-2.0,0.0,-2.0
568,H13,20140619,1,0.012393548272868316,47.66381615056391,52.32379030116322,56481,0.0,0.0,0.0,0.0,0.0
569,H13,20140620,1,0.056656220675989744,47.619553478160796,52.32379030116322,56481,0.0,0.0,0.0,0.0,0.0
570,H13,20140621,1,0.028328110337994872,47.647881588498784,52.32379030116322,56481,0.0,0.0,0.0,0.0,0.0
571,H13,20140622,1,0.0531152068837315,47.62309449195305,52.32379030116322,56481,0.0,0.0,0.0,0.0,0.0
572,H13,20140623,1,0.0424921655069852,47.63371753332979,52.32379030116322,56481,0.0,0.0,0.0,0.0,0.0
573,H13,20140624,0,0.0424921655069852,47.63371753332979,52.32379030116322,56481,-2.0,-2.0,-2.0,0.0,-2.0
574,H13,20140625,0,0.0424921655069852,47.63371753332979,52.32379030116322,56481,-2.0,-2.0,-2.0,0.0,-2.0
575,H13,20140626,1,0.0318691241302389,47.64434057470654,52.32379030116322,56481,0.0,0.0,0.0,0.0,0.0
576,H13,20140627,1,0.01770506896124857,47.65850462987553,52.32379030116322,56481,0.0,0.0,0.0,0.0,0.0
577,H13,20140628,1,0.023016589649614616,47.65319310918716,52.32379030116322,56481,0.0,0.0,0.0,0.0,0.0
578,H13,20140629,1,0.030098617234102676,47.64611108160267,52.32379030116322,56481,0.0,0.0,0.0,0.0,0.0
579,H13,20140630,1,0.03363963102637513,47.64257006781041,52.32379030116322,56481,0.0,0.0,0.0,0.0,0.0
580,H13,20140701,1,0.04072165861086319,47.635488040225916,52.32379030116322,56481,0.0,0.0,0.0,0.0,0.0
581,H13,20140702,1,0.04426267240310722,47.63194702643367,52.32379030116322,56481,0.0,0.0,0.0,0.0,0.0
582,H13,20140703,1,0.056656220675989744,47.619553478160796,52.32379030116322,56481,0.0,0.0,0.0,0.0,0.0
583,H13,20140704,1,0.05134469998760949,47.62486499884917,52.32379030116322,56481,0.0,0.0,0.0,0.0,0.0
584,H13,20140705,1,0.05842672757211176,47.617782971264674,52.32379030116322,56481,0.0,0.0,0.0,0.0,0.0
585,H13,20140706,1,0.056656220675989744,47.619553478160796,52.32379030116322,56481,0.0,0.0,0.0,0.0,0.0
586,H13,20140707,1,0.005311520688366045,47.670898178148406,52.32379030116322,56481,0.0,0.0,0.0,0.0,0.0
587,H13,20140708,1,0.00354101379224403,47.67266868504453,52.32379030116322,56481,0.0,0.0,0.0,0.0,0.0
588,H13,20140709,1,0.00708202758448806,47.669127671252284,52.32379030116322,56481,0.0,0.0,0.0,0.0,0.0
589,H13,20140710,1,0.05134469998760949,47.62486499884917,52.32379030116322,56481,0.0,0.0,0.0,0.0,0.0
590,H13,20140711,1,0.056656220675989744,47.619553478160796,52.32379030116322,56481,0.0,0.0,0.0,0.0,0.0
591,H13,20140712,1,0.04780368619536546,47.62840601264141,52.32379030116322,56481,0.0,0.0,0.0,0.0,0.0
592,H13,20140713,1,0.03718064481861916,47.63902905401817,52.32379030116322,56481,0.0,0.0,0.0,0.0,0.0
593,H13,20140714,1,0.023016589649614616,47.65319310918716,52.32379030116322,56481,0.0,0.0,0.0,0.0,0.0
594,H13,20140715,1,0.00354101379224403,47.67266868504453,52.32379030116322,56481,0.0,0.0,0.0,0.0,0.0
595,H13,20140716,1,0.012393548272868316,47.66381615056391,52.32379030116322,56481,0.0,0.0,0.0,0.0,0.0
596,H13,20140717,1,0.019475575857370586,47.65673412297941,52.32379030116322,56481,0.0,0.0,0.0,0.0,0.0
597,H13,20140718,1,0.00708202758448806,47.669127671252284,52.32379030116322,56481,0.0,0.0,0.0,0.0,0.0
598,H13,20140719,1,0.056656220675989744,47.619553478160796,52.32379030116322,56481,0.0,0.0,0.0,0.0,0.0
599,H13,20140720,1,0.04957419309147326,47.6266355057453,52.32379030116322,56481,0.0,0.0,0.0,0.0,0.0
600,H13,20140721,1,0.04780368619536546,47.62840601264141,52.32379030116322,56481,0.0,0.0,0.0,0.0,0.0
601,H13,20140722,1,0.026557603441858646,47.64965209539491,52.32379030116322,56481,0.0,0.0,0.0,0.0,0.0
602,H13,20140723,1,0.030098617234102676,47.64611108160267,52.32379030116322,56481,0.0,0.0,0.0,0.0,0.0
603,H13,20140724,1,0.028328110337994872,47.647881588498784,52.32379030116322,56481,0.0,0.0,0.0,0.0,0.0
604,H13,20140725,1,0.05134469998760949,47.62486499884917,52.32379030116322,56481,0.0,0.0,0.0,0.0,0.0
605,H13,20140726,1,0.04780368619536546,47.62840601264141,52.32379030116322,56481,0.0,0.0,0.0,0.0,0.0
606,H13,20140727,1,0.056656220675989744,47.619553478160796,52.32379030116322,56481,0.0,0.0,0.0,0.0,0.0
607,H13,20140728,1,0.04957419309147326,47.6266355057453,52.32379030116322,56481,0.0,0.0,0.0,0.0,0.0
608,H13,20140729,1,0.07082027584498007,47.6053894229918,52.32379030116322,56481,0.0,0.0,0.0,0.0,0.0
609,H13,20140730,1,0.07790230342946813,47.59830739540731,52.32379030116322,56481,0.0,0.0,0.0,0.0,0.0
610,H13,20140731,1,0.08675483791009242,47.589454860926686,52.32379030116322,56481,0.0,0.0,0.0,0.0,0.0
611,H13,20140801,1,0.07790230342946813,47.59830739540731,52.32379030116322,56481,0.0,0.0,0.0,0.0,0.0
612,H13,20140802,1,0.07082027584498007,47.6053894229918,52.32379030116322,56481,0.0,0.0,0.0,0.0,0.0
613,H13,20140803,1,0.04780368619536546,47.62840601264141,52.32379030116322,56481,0.0,0.0,0.0,0.0,0.0
614,H13,20140804,1,0.06727926205272183,47.60893043678405,52.32379030116322,56481,0.0,0.0,0.0,0.0,0.0
615,H13,20140805,1,0.06550875515659982,47.61070094368017,52.32379030116322,56481,0.0,0.0,0.0,0.0,0.0
616,H13,20140806,1,0.06196774136435579,47.61424195747242,52.32379030116322,56481,0.0,0.0,0.0,0.0,0.0
617,H13,20140807,1,0.056656220675989744,47.619553478160796,52.32379030116322,56481,0.0,0.0,0.0,0.0,0.0
618,H13,20140808,1,0.07259078274108788,47.603618916095684,52.32379030116322,56481,0.0,0.0,0.0,0.0,0.0
619,H13,20140809,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
620,H13,20140810,1,0.07967281032560436,47.59653688851118,52.32379030116322,56481,0.0,0.0,0.0,0.0,0.0
621,H13,20140811,1,0.06019723446823377,47.61601246436855,52.32379030116322,56481,0.0,0.0,0.0,0.0,0.0
622,H13,20140812,1,0.07967281032560436,47.59653688851118,52.32379030116322,56481,0.0,0.0,0.0,0.0,0.0
623,H13,20140813,1,0.09383686549459469,47.582372833342184,52.32379030116322,56481,0.0,0.0,0.0,0.0,0.0
624,H13,20140814,1,0.07259078274108788,47.603618916095684,52.32379030116322,56481,0.0,0.0,0.0,0.0,0.0
625,H13,20140815,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
626,H13,20140816,1,0.07790230342946813,47.59830739540731,52.32379030116322,56481,0.0,0.0,0.0,0.0,0.0
627,H13,20140817,1,0.12216497583258956,47.554044723004196,52.32379030116322,56481,0.0,0.0,0.0,0.0,0.0
628,H13,20140818,1,0.12216497583258956,47.554044723004196,52.32379030116322,56481,0.0,0.0,0.0,0.0,0.0
629,H13,20140819,1,0.09206635859845846,47.58414334023831,52.32379030116322,56481,0.0,0.0,0.0,0.0,0.0
630,H13,20140820,1,0.08144331722172637,47.59476638161505,52.32379030116322,56481,0.0,0.0,0.0,0.0,0.0
631,H13,20140821,1,0.04780368619536546,47.62840601264141,52.32379030116322,56481,0.0,0.0,0.0,0.0,0.0
632,H13,20140822,1,0.04426267240310722,47.63194702643367,52.32379030116322,56481,0.0,0.0,0.0,0.0,0.0
633,H13,20140823,1,0.04603317929922923,47.63017651953754,52.32379030116322,56481,0.0,0.0,0.0,0.0,0.0
634,H13,20140824,1,0.05488571377985352,47.621323985056925,52.32379030116322,56481,0.0,0.0,0.0,0.0,0.0
635,H13,20140825,0,0.05488571377985352,47.621323985056925,52.32379030116322,56481,-2.0,-2.0,-2.0,0.0,-2.0
636,H13,20140826,1,0.02478709654573663,47.651422602291035,52.32379030116322,56481,0.0,0.0,0.0,0.0,0.0
637,H13,20140827,1,0.03895115171474117,47.637258547122045,52.32379030116322,56481,0.0,0.0,0.0,0.0,0.0
638,H13,20140828,1,0.07790230342946813,47.59830739540731,52.32379030116322,56481,0.0,0.0,0.0,0.0,0.0
639,H13,20140829,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
640,H13,20140830,1,0.04426267240310722,47.63194702643367,52.32379030116322,56481,0.0,0.0,0.0,0.0,0.0
641,H13,20140831,1,0.030098617234102676,47.64611108160267,52.32379030116322,56481,0.0,0.0,0.0,0.0,0.0
642,H13,20140901,1,0.019475575857370586,47.65673412297941,52.32379030116322,56481,0.0,0.0,0.0,0.0,0.0
643,H13,20140902,1,12.774207255537263,34.902002443299516,52.32379030116322,56481,0.0,0.0,0.0,0.0,0.0
644,H13,20140903,1,0.0212460827534926,47.654963616083286,52.32379030116322,56481,0.0,0.0,0.0,0.0,0.0
645,H13,20140904,1,0.06019723446823377,47.61601246436855,52.32379030116322,56481,0.0,0.0,0.0,0.0,0.0
646,H13,20140905,1,0.0637382482604778,47.6124714505763,52.32379030116322,56481,0.0,0.0,0.0,0.0,0.0
647,H13,20140906,1,0.05842672757211176,47.617782971264674,52.32379030116322,56481,0.0,0.0,0.0,0.0,0.0
648,H13,20140907,1,0.0743612896372241,47.601848409199555,52.32379030116322,56481,0.0,0.0,0.0,0.0,0.0
649,H13,20140908,1,0.0424921655069852,47.63371753332979,52.32379030116322,56481,0.0,0.0,0.0,0.0,0.0
650,H13,20140909,1,0.0637382482604778,47.6124714505763,52.32379030116322,56481,0.0,0.0,0.0,0.0,0.0
651,H13,20140910,1,0.06019723446823377,47.61601246436855,52.32379030116322,56481,0.0,0.0,0.0,0.0,0.0
652,H13,20140911,1,0.07790230342946813,47.59830739540731,52.32379030116322,56481,0.0,0.0,0.0,0.0,0.0
653,H13,20140912,0,0.07790230342946813,47.59830739540731,52.32379030116322,56481,-2.0,-2.0,-2.0,0.0,-2.0
654,H13,20140913,0,0.07790230342946813,47.59830739540731,52.32379030116322,56481,-2.0,-2.0,-2.0,0.0,-2.0
655,H13,20140914,0,0.07790230342946813,47.59830739540731,52.32379030116322,56481,-2.0,-2.0,-2.0,0.0,-2.0
656,H13,20140915,1,0.01770506896124857,47.65850462987553,52.32379030116322,56481,0.0,0.0,0.0,0.0,0.0
657,H13,20140916,1,12.790141817602375,34.886067881234396,52.32379030116322,56481,0.0,0.0,0.0,0.0,0.0
658,H13,20140917,1,0.04603317929922923,47.63017651953754,52.32379030116322,56481,0.0,0.0,0.0,0.0,0.0
659,H13,20140918,1,0.04603317929922923,47.63017651953754,52.32379030116322,56481,0.0,0.0,0.0,0.0,0.0
660,H13,20140919,1,0.03718064481861916,47.63902905401817,52.32379030116322,56481,0.0,0.0,0.0,0.0,0.0
661,H13,20140920,1,0.0743612896372241,47.601848409199555,52.32379030116322,56481,0.0,0.0,0.0,0.0,0.0
662,H13,20140921,1,0.05488571377985352,47.621323985056925,52.32379030116322,56481,0.0,0.0,0.0,0.0,0.0
663,H13,20140922,1,0.015934562065126556,47.66027513677166,52.32379030116322,56481,0.0,0.0,0.0,0.0,0.0
664,H13,20140923,1,0.028328110337994872,47.647881588498784,52.32379030116322,56481,0.0,0.0,0.0,0.0,0.0
665,H13,20140924,1,12.761813707264395,34.91439599157239,52.32379030116322,56481,0.0,0.0,0.0,0.0,0.0
666,H13,20140925,1,0.06196774136435579,47.61424195747242,52.32379030116322,56481,0.0,0.0,0.0,0.0,0.0
667,H13,20140926,1,12.793682831394634,34.882526867442145,52.32379030116322,56481,0.0,0.0,0.0,0.0,0.0
668,H13,20140927,1,12.772436748641141,34.90377295019564,52.32379030116322,56481,0.0,0.0,0.0,0.0,0.0
669,H13,20140928,1,0.06904976894884385,47.60715992988793,52.32379030116322,56481,0.0,0.0,0.0,0.0,0.0
670,H13,20140929,1,0.0743612896372241,47.601848409199555,52.32379030116322,56481,0.0,0.0,0.0,0.0,0.0
671,H13,20140930,1,0.07259078274108788,47.603618916095684,52.32379030116322,56481,0.0,0.0,0.0,0.0,0.0
672,H13,20141001,1,0.0,47.67620969883677,52.32379030116322,56481,0.0,0.0,0.0,0.0,0.0
673,H13,20141002,1,0.0,47.67620969883677,52.32379030116322,56481,0.0,0.0,0.0,0.0,0.0
674,H13,20141003,1,0.01770506896124857,47.65850462987553,52.32379030116322,56481,0.0,0.0,0.0,0.0,0.0
675,H13,20141004,1,12.623714169366693,35.052495529470086,52.32379030116322,56481,0.0,0.0,0.0,0.0,0.0
676,H13,20141005,1,0.0,47.67620969883677,52.32379030116322,56481,0.0,0.0,0.0,0.0,0.0
677,H13,20141006,1,0.0,47.67620969883677,52.32379030116322,56481,0.0,0.0,0.0,0.0,0.0
678,H13,20141007,1,12.722862555549654,34.953347143287125,52.32379030116322,56481,0.0,0.0,0.0,0.0,0.0
679,H13,20141008,1,0.0,47.67620969883677,52.32379030116322,56481,0.0,0.0,0.0,0.0,0.0
680,H13,20141009,1,0.0,47.67620969883677,52.32379030116322,56481,0.0,0.0,0.0,0.0,0.0
681,H13,20141010,1,12.703386979692283,34.97282271914449,52.32379030116322,56481,0.0,0.0,0.0,0.0,0.0
682,H13,20141011,0,12.703386979692283,34.97282271914449,52.32379030116322,56481,-2.0,-2.0,-2.0,0.0,-2.0
683,H13,20141012,0,12.703386979692283,34.97282271914449,52.32379030116322,56481,-2.0,-2.0,-2.0,0.0,-2.0
684,H13,20141013,0,12.703386979692283,34.97282271914449,52.32379030116322,56481,-2.0,-2.0,-2.0,0.0,-2.0
685,H13,20141014,1,12.613091127989946,35.06311857084683,52.32379030116322,56481,0.0,0.0,0.0,0.0,0.0
686,H13,20141015,1,0.0,47.67620969883677,52.32379030116322,56481,0.0,0.0,0.0,0.0,0.0
687,H13,20141016,1,12.375843203909284,35.3003664949275,52.32379030116322,56481,0.0,0.0,0.0,0.0,0.0
688,H13,20141017,1,12.467909562507742,35.20830013632903,52.32379030116322,56481,0.0,0.0,0.0,0.0,0.0
689,H13,20141018,1,12.11911970397125,35.557089994865535,52.32379030116322,56481,0.0,0.0,0.0,0.0,0.0
690,H13,20141019,1,12.117349197075129,35.55886050176165,52.32379030116322,56481,0.0,0.0,0.0,0.0,0.0
691,H13,20141020,1,12.38115472459765,35.29505497423913,52.32379030116322,56481,0.0,0.0,0.0,0.0,0.0
692,H13,20141021,0,12.38115472459765,35.29505497423913,52.32379030116322,56481,-2.0,-2.0,-2.0,0.0,-2.0
